1.5108 	WARNING 	Movie2 stim could not be imported and won't be available
15.5566 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x050B5468>, name='window1', pos=[0, 0], screen=0, size=array([3440, 1440]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.5566 	EXP 	window1: recordFrameIntervals = False
15.6894 	EXP 	window1: recordFrameIntervals = True
15.8365 	EXP 	window1: recordFrameIntervals = False
15.9599 	EXP 	Created instructions = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='instructions', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
15.9619 	EXP 	Created fixation = GratingStim(autoDraw=False, autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, interpolate=True, mask=None, maskParams=None, name='fixation', opacity=1.0, ori=0.0, phase=array([ 0.,  0.]), pos=array([ 0.,  0.]), rgbPedestal=array([ 0.,  0.,  0.]), sf=array([ 1.,  1.]), size=array([ 3.,  3.]), tex=None, texRes=128, units='pix', win=Window(...))
15.9652 	EXP 	Created gabor = GratingStim(autoDraw=False, autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, interpolate=True, mask='gauss', maskParams=None, name='gabor', opacity=1.0, ori=10.0, phase=array([ 1.,  1.]), pos=array([ 0.,  0.]), rgbPedestal=array([ 0.,  0.,  0.]), sf=array([ 0.1,  0.1]), size=array([ 128.,  128.]), tex='sin', texRes=128, units='pix', win=Window(...))
15.9698 	EXP 	instructions: autoDraw = True
66.2232 	DATA 	Keypress: up
66.2364 	EXP 	instructions: autoDraw = False
66.2364 	EXP 	gabor: color = '[ 0.5  0.5  0.5] (rgb)'
66.2364 	EXP 	fixation: autoDraw = True
66.7436 	EXP 	gabor: autoDraw = True
67.2375 	EXP 	fixation: autoDraw = False
67.2375 	EXP 	gabor: autoDraw = False
67.4112 	DATA 	Keypress: up
67.4243 	EXP 	fixation: autoDraw = False
67.4243 	EXP 	gabor: autoDraw = False
67.4243 	EXP 	gabor: color = '[ 0.07924466  0.07924466  0.07924466] (rgb)'
67.4243 	EXP 	fixation: autoDraw = True
67.9312 	EXP 	gabor: autoDraw = True
68.4254 	EXP 	fixation: autoDraw = False
68.4254 	EXP 	gabor: autoDraw = False
68.7459 	DATA 	Keypress: up
68.7591 	EXP 	fixation: autoDraw = False
68.7591 	EXP 	gabor: autoDraw = False
68.7591 	EXP 	gabor: color = '[ 0.01255943  0.01255943  0.01255943] (rgb)'
68.7591 	EXP 	fixation: autoDraw = True
69.2665 	EXP 	gabor: autoDraw = True
69.7601 	EXP 	fixation: autoDraw = False
69.7601 	EXP 	gabor: autoDraw = False
71.2551 	EXP 	fixation: autoDraw = False
71.2551 	EXP 	gabor: autoDraw = False
71.2551 	EXP 	gabor: color = '[ 0.07924466  0.07924466  0.07924466] (rgb)'
71.2551 	EXP 	fixation: autoDraw = True
71.7357 	DATA 	Keypress: up
71.7622 	EXP 	gabor: autoDraw = True
72.2029 	DATA 	Keypress: up
72.2161 	EXP 	fixation: autoDraw = False
72.2161 	EXP 	gabor: autoDraw = False
72.2161 	EXP 	gabor: color = '[ 0.07924466  0.07924466  0.07924466] (rgb)'
72.2161 	EXP 	fixation: autoDraw = True
72.7233 	EXP 	gabor: autoDraw = True
73.0839 	DATA 	Keypress: up
73.0970 	EXP 	fixation: autoDraw = False
73.0970 	EXP 	gabor: autoDraw = False
73.0970 	EXP 	gabor: color = '[ 0.07924466  0.07924466  0.07924466] (rgb)'
73.0970 	EXP 	fixation: autoDraw = True
73.6042 	EXP 	gabor: autoDraw = True
73.6177 	DATA 	Keypress: up
73.6309 	EXP 	fixation: autoDraw = False
73.6309 	EXP 	gabor: autoDraw = False
73.6309 	EXP 	gabor: color = '[ 0.03154787  0.03154787  0.03154787] (rgb)'
73.6309 	EXP 	fixation: autoDraw = True
74.1381 	EXP 	gabor: autoDraw = True
74.6320 	EXP 	fixation: autoDraw = False
74.6320 	EXP 	gabor: autoDraw = False
75.2061 	DATA 	Keypress: up
75.2192 	EXP 	fixation: autoDraw = False
75.2192 	EXP 	gabor: autoDraw = False
75.2192 	EXP 	gabor: color = '[ 0.03154787  0.03154787  0.03154787] (rgb)'
75.2192 	EXP 	fixation: autoDraw = True
75.7264 	EXP 	gabor: autoDraw = True
76.1404 	DATA 	Keypress: up
76.1535 	EXP 	fixation: autoDraw = False
76.1535 	EXP 	gabor: autoDraw = False
76.1535 	EXP 	gabor: color = '[ 0.03154787  0.03154787  0.03154787] (rgb)'
76.1535 	EXP 	fixation: autoDraw = True
76.6607 	EXP 	gabor: autoDraw = True
77.1546 	EXP 	fixation: autoDraw = False
77.1546 	EXP 	gabor: autoDraw = False
78.6495 	EXP 	fixation: autoDraw = False
78.6495 	EXP 	gabor: autoDraw = False
78.6495 	EXP 	gabor: color = '[ 0.07924466  0.07924466  0.07924466] (rgb)'
78.6495 	EXP 	fixation: autoDraw = True
79.1567 	EXP 	gabor: autoDraw = True
79.5840 	DATA 	Keypress: up
79.5972 	EXP 	fixation: autoDraw = False
79.5972 	EXP 	gabor: autoDraw = False
79.5972 	EXP 	gabor: color = '[ 0.07924466  0.07924466  0.07924466] (rgb)'
79.5972 	EXP 	fixation: autoDraw = True
80.1044 	EXP 	gabor: autoDraw = True
80.4916 	DATA 	Keypress: up
80.5048 	EXP 	fixation: autoDraw = False
80.5048 	EXP 	gabor: autoDraw = False
80.5048 	EXP 	gabor: color = '[ 0.07924466  0.07924466  0.07924466] (rgb)'
80.5048 	EXP 	fixation: autoDraw = True
81.0120 	EXP 	gabor: autoDraw = True
81.2658 	DATA 	Keypress: up
81.2789 	EXP 	fixation: autoDraw = False
81.2789 	EXP 	gabor: autoDraw = False
81.2789 	EXP 	gabor: color = '[ 0.05  0.05  0.05] (rgb)'
81.2789 	EXP 	fixation: autoDraw = True
81.7196 	DATA 	Keypress: up
81.7869 	EXP 	gabor: autoDraw = True
82.2800 	EXP 	fixation: autoDraw = False
82.2800 	EXP 	gabor: autoDraw = False
82.5337 	DATA 	Keypress: up
82.5470 	EXP 	fixation: autoDraw = False
82.5470 	EXP 	gabor: autoDraw = False
82.5470 	EXP 	gabor: color = '[ 0.05  0.05  0.05] (rgb)'
82.5470 	EXP 	fixation: autoDraw = True
83.0542 	EXP 	gabor: autoDraw = True
83.5480 	EXP 	fixation: autoDraw = False
83.5480 	EXP 	gabor: autoDraw = False
84.4691 	DATA 	Keypress: down
84.4823 	EXP 	fixation: autoDraw = False
84.4823 	EXP 	gabor: autoDraw = False
84.4823 	EXP 	gabor: color = '[ 0.07924466  0.07924466  0.07924466] (rgb)'
84.4823 	EXP 	fixation: autoDraw = True
84.9895 	EXP 	gabor: autoDraw = True
85.3367 	DATA 	Keypress: up
85.3495 	EXP 	fixation: autoDraw = False
85.3495 	EXP 	gabor: autoDraw = False
85.3495 	EXP 	gabor: color = '[ 0.07924466  0.07924466  0.07924466] (rgb)'
85.3495 	EXP 	fixation: autoDraw = True
85.8571 	EXP 	gabor: autoDraw = True
86.1644 	DATA 	Keypress: up
86.1771 	EXP 	fixation: autoDraw = False
86.1771 	EXP 	gabor: autoDraw = False
86.1771 	EXP 	gabor: color = '[ 0.07924466  0.07924466  0.07924466] (rgb)'
86.1771 	EXP 	fixation: autoDraw = True
86.6846 	EXP 	gabor: autoDraw = True
86.9518 	DATA 	Keypress: up
86.9649 	EXP 	fixation: autoDraw = False
86.9649 	EXP 	gabor: autoDraw = False
86.9649 	EXP 	gabor: color = '[ 0.05  0.05  0.05] (rgb)'
86.9649 	EXP 	fixation: autoDraw = True
87.2454 	DATA 	Keypress: down
87.4722 	EXP 	gabor: autoDraw = True
87.8060 	DATA 	Keypress: up
87.8191 	EXP 	fixation: autoDraw = False
87.8191 	EXP 	gabor: autoDraw = False
87.8191 	EXP 	gabor: color = '[ 0.05  0.05  0.05] (rgb)'
87.8191 	EXP 	fixation: autoDraw = True
88.2197 	DATA 	Keypress: up
88.3275 	EXP 	gabor: autoDraw = True
88.5535 	DATA 	Keypress: up
88.5666 	EXP 	fixation: autoDraw = False
88.5666 	EXP 	gabor: autoDraw = False
88.5666 	EXP 	gabor: color = '[ 0.05  0.05  0.05] (rgb)'
88.5666 	EXP 	fixation: autoDraw = True
89.0738 	EXP 	gabor: autoDraw = True
89.3543 	DATA 	Keypress: up
89.3675 	EXP 	fixation: autoDraw = False
89.3675 	EXP 	gabor: autoDraw = False
89.3675 	EXP 	gabor: color = '[ 0.03154787  0.03154787  0.03154787] (rgb)'
89.3675 	EXP 	fixation: autoDraw = True
89.8772 	EXP 	gabor: autoDraw = True
90.2087 	DATA 	Keypress: up
90.2217 	EXP 	fixation: autoDraw = False
90.2217 	EXP 	gabor: autoDraw = False
90.2217 	EXP 	gabor: color = '[ 0.03154787  0.03154787  0.03154787] (rgb)'
90.2217 	EXP 	fixation: autoDraw = True
90.7289 	EXP 	gabor: autoDraw = True
90.7691 	DATA 	Keypress: up
90.7823 	EXP 	fixation: autoDraw = False
90.7823 	EXP 	gabor: autoDraw = False
90.7823 	EXP 	gabor: color = '[ 0.03154787  0.03154787  0.03154787] (rgb)'
90.7823 	EXP 	fixation: autoDraw = True
91.2764 	DATA 	Keypress: up
91.2895 	EXP 	gabor: autoDraw = True
91.7833 	EXP 	fixation: autoDraw = False
91.7833 	EXP 	gabor: autoDraw = False
91.9437 	DATA 	Keypress: up
91.9569 	EXP 	fixation: autoDraw = False
91.9569 	EXP 	gabor: autoDraw = False
