trials.thisTrialN,trials.stepSize,trials.intensity,ready.keys,ready.rt,date,frameRate,expName,participant,ori,
,,,escape,22.1634836933,2016_maj_13_0947,75.1180925604,psychophysicsStaircase,s_001,10,
