trials.thisTrialN,trials.stepSize,trials.intensity,ready.keys,ready.rt,date,frameRate,expName,participant,ori,
,,,escape,90.452126807,2016_maj_13_0949,75.0619250463,psychophysicsStaircase,s_001,10,
