trials.thisTrialN,trials.stepSize,trials.intensity,ready.keys,ready.rt,trials.response,resp.rt,date,frameRate,expName,participant,ori,
,,,lwindows,5.02919146832,,,2016_maj_13_0948,74.9388212145,psychophysicsStaircase,s_001,10,
0,0.8,0.5,,,0,[],2016_maj_13_0948,74.9388212145,psychophysicsStaircase,s_001,10,
